Kategori,Nama,Khasiat,Produsen,Case_folding,punctuation_removal,tokenizing,stopwordremoval,stemming
Jamu Pasutri,Sehat lelaki,"Menjaga agar tubuh tidak mudah lelah,  Melancarkan peredaran darah, melancarkan keharmonisan saat berhubungan",Madura Sari,"menjaga agar tubuh tidak mudah lelah,  melancarkan peredaran darah, melancarkan keharmonisan saat berhubungan",menjaga agar tubuh tidak mudah lelah  melancarkan peredaran darah melancarkan keharmonisan saat berhubungan,"['menjaga', 'agar', 'tubuh', 'tidak', 'mudah', 'lelah', 'melancarkan', 'peredaran', 'darah', 'melancarkan', 'keharmonisan', 'saat', 'berhubungan']","['menjaga', 'tubuh', 'mudah', 'lelah', 'melancarkan', 'peredaran', 'darah', 'melancarkan', 'keharmonisan', 'berhubungan']","['jaga', 'tubuh', 'mudah', 'lelah', 'lancar', 'edar', 'darah', 'lancar', 'harmonis', 'hubung']"
Jamu Perawatan Kewanitaan,Jamu Galian Parem (Parem Tabuk),"Jamu pertama yang diminum setelah melahirkan untuk menuntaskan keluarnya darah nifas, menghilangkan letih, lesu dan pegal pegal setelah melahirkan.",Madura Sari,"jamu pertama yang diminum setelah melahirkan untuk menuntaskan keluarnya darah nifas, menghilangkan letih, lesu dan pegal pegal setelah melahirkan.",jamu pertama yang diminum setelah melahirkan untuk menuntaskan keluarnya darah nifas menghilangkan letih lesu dan pegal pegal setelah melahirkan,"['jamu', 'pertama', 'yang', 'diminum', 'setelah', 'melahirkan', 'untuk', 'menuntaskan', 'keluarnya', 'darah', 'nifas', 'menghilangkan', 'letih', 'lesu', 'dan', 'pegal', 'pegal', 'setelah', 'melahirkan']","['jamu', 'diminum', 'melahirkan', 'menuntaskan', 'keluarnya', 'darah', 'nifas', 'menghilangkan', 'letih', 'lesu', 'pegal', 'pegal', 'melahirkan']","['jamu', 'minum', 'lahir', 'tuntas', 'keluar', 'darah', 'nifas', 'hilang', 'letih', 'lesu', 'pegal', 'pegal', 'lahir']"
Jamu Kesehatan,Black Garlic (Bawang Hitam Tunggal),"Menjaga kesehatan jantung, memperbaiki metabolisme tubuh, meningkatkan imunitas tubuh, mengurangi resiko kanker, tinggi antioksidan, menurunkan kadar kolesterol, mengontrol gula, mencegah penuaan, melindungi dari infeksi",Madura Sari,"menjaga kesehatan jantung, memperbaiki metabolisme tubuh, meningkatkan imunitas tubuh, mengurangi resiko kanker, tinggi antioksidan, menurunkan kadar kolesterol, mengontrol gula, mencegah penuaan, melindungi dari infeksi",menjaga kesehatan jantung memperbaiki metabolisme tubuh meningkatkan imunitas tubuh mengurangi resiko kanker tinggi antioksidan menurunkan kadar kolesterol mengontrol gula mencegah penuaan melindungi dari infeksi,"['menjaga', 'kesehatan', 'jantung', 'memperbaiki', 'metabolisme', 'tubuh', 'meningkatkan', 'imunitas', 'tubuh', 'mengurangi', 'resiko', 'kanker', 'tinggi', 'antioksidan', 'menurunkan', 'kadar', 'kolesterol', 'mengontrol', 'gula', 'mencegah', 'penuaan', 'melindungi', 'dari', 'infeksi']","['menjaga', 'kesehatan', 'jantung', 'memperbaiki', 'metabolisme', 'tubuh', 'meningkatkan', 'imunitas', 'tubuh', 'mengurangi', 'resiko', 'kanker', 'antioksidan', 'menurunkan', 'kadar', 'kolesterol', 'mengontrol', 'gula', 'mencegah', 'penuaan', 'melindungi', 'infeksi']","['jaga', 'sehat', 'jantung', 'baik', 'metabolisme', 'tubuh', 'tingkat', 'imunitas', 'tubuh', 'kurang', 'resiko', 'kanker', 'antioksidan', 'turun', 'kadar', 'kolesterol', 'kontrol', 'gula', 'cegah', 'tua', 'lindung', 'infeksi']"
Jamu Pasutri,Jamu Jakula,"Menambah kejantanan dan kekuatan Sex, Mempercepat Ereksi Lemah Syahwat, Mengobati Ejakulasi Dini, Menambah Frekuensi Hubungan Intim & Tahan Lama",PT. Firdaus,"menambah kejantanan dan kekuatan sex, mempercepat ereksi lemah syahwat, mengobati ejakulasi dini, menambah frekuensi hubungan intim & tahan lama",menambah kejantanan dan kekuatan sex mempercepat ereksi lemah syahwat mengobati ejakulasi dini menambah frekuensi hubungan intim  tahan lama,"['menambah', 'kejantanan', 'dan', 'kekuatan', 'sex', 'mempercepat', 'ereksi', 'lemah', 'syahwat', 'mengobati', 'ejakulasi', 'dini', 'menambah', 'frekuensi', 'hubungan', 'intim', 'tahan', 'lama']","['menambah', 'kejantanan', 'kekuatan', 'sex', 'mempercepat', 'ereksi', 'lemah', 'syahwat', 'mengobati', 'ejakulasi', 'menambah', 'frekuensi', 'hubungan', 'intim', 'tahan']","['tambah', 'jantan', 'kuat', 'sex', 'cepat', 'ereksi', 'lemah', 'syahwat', 'obat', 'ejakulasi', 'tambah', 'frekuensi', 'hubung', 'intim', 'tahan']"
Jamu Pasutri,Sehat Laki-Laki (Perkasa),"Menambahkan Stamina dalam berhubungan bagi laki-laki, Menambah Hormon, mengentalkan Sperma, Mencegah Ejakulasi Dini.",Mustika Madura,"menambahkan stamina dalam berhubungan bagi laki-laki, menambah hormon, mengentalkan sperma, mencegah ejakulasi dini.",menambahkan stamina dalam berhubungan bagi lakilaki menambah hormon mengentalkan sperma mencegah ejakulasi dini,"['menambahkan', 'stamina', 'dalam', 'berhubungan', 'bagi', 'lakilaki', 'menambah', 'hormon', 'mengentalkan', 'sperma', 'mencegah', 'ejakulasi', 'dini']","['stamina', 'berhubungan', 'lakilaki', 'menambah', 'hormon', 'mengentalkan', 'sperma', 'mencegah', 'ejakulasi']","['stamina', 'hubung', 'lakilaki', 'tambah', 'hormon', 'kental', 'sperma', 'cegah', 'ejakulasi']"
Jamu Pasutri,Helbeh Mutiara (Jamu Kuat),"Menambah Stamina Pria saat berhubungan, Mengatasi Ejakulasi Dini, menambahkan Gairah Tubuh Saat Berhubungan, Membengkitkan Napsu saat berhubungan.",Karya Ibu Abdullah,"menambah stamina pria saat berhubungan, mengatasi ejakulasi dini, menambahkan gairah tubuh saat berhubungan, membengkitkan napsu saat berhubungan.",menambah stamina pria saat berhubungan mengatasi ejakulasi dini menambahkan gairah tubuh saat berhubungan membengkitkan napsu saat berhubungan,"['menambah', 'stamina', 'pria', 'saat', 'berhubungan', 'mengatasi', 'ejakulasi', 'dini', 'menambahkan', 'gairah', 'tubuh', 'saat', 'berhubungan', 'membengkitkan', 'napsu', 'saat', 'berhubungan']","['menambah', 'stamina', 'pria', 'berhubungan', 'mengatasi', 'ejakulasi', 'gairah', 'tubuh', 'berhubungan', 'membengkitkan', 'napsu', 'berhubungan']","['tambah', 'stamina', 'pria', 'hubung', 'atas', 'ejakulasi', 'gairah', 'tubuh', 'hubung', 'membengkitkan', 'napsu', 'hubung']"
Jamu Perawatan Kewanitaan,Jamu tradisional madura sehat,"Jamu pertama yang diminum setelah melahirkan untuk menuntaskan keluarnya darah nifas, menghilangkan letih, lesu dan pegal pegal setelah melahirkan.",UD. Lancar Jaya Madura,"jamu pertama yang diminum setelah melahirkan untuk menuntaskan keluarnya darah nifas, menghilangkan letih, lesu dan pegal pegal setelah melahirkan.",jamu pertama yang diminum setelah melahirkan untuk menuntaskan keluarnya darah nifas menghilangkan letih lesu dan pegal pegal setelah melahirkan,"['jamu', 'pertama', 'yang', 'diminum', 'setelah', 'melahirkan', 'untuk', 'menuntaskan', 'keluarnya', 'darah', 'nifas', 'menghilangkan', 'letih', 'lesu', 'dan', 'pegal', 'pegal', 'setelah', 'melahirkan']","['jamu', 'diminum', 'melahirkan', 'menuntaskan', 'keluarnya', 'darah', 'nifas', 'menghilangkan', 'letih', 'lesu', 'pegal', 'pegal', 'melahirkan']","['jamu', 'minum', 'lahir', 'tuntas', 'keluar', 'darah', 'nifas', 'hilang', 'letih', 'lesu', 'pegal', 'pegal', 'lahir']"
Jamu Kesehatan,Ramuan Ummi Jafir,"Menyegarkan badan, melancarkan pencernaan, menguatkan imun, dan menghangatkan badan",PT. Firdaus,"menyegarkan badan, melancarkan pencernaan, menguatkan imun, dan menghangatkan badan",menyegarkan badan melancarkan pencernaan menguatkan imun dan menghangatkan badan,"['menyegarkan', 'badan', 'melancarkan', 'pencernaan', 'menguatkan', 'imun', 'dan', 'menghangatkan', 'badan']","['menyegarkan', 'badan', 'melancarkan', 'pencernaan', 'menguatkan', 'imun', 'menghangatkan', 'badan']","['segar', 'badan', 'lancar', 'cerna', 'kuat', 'imun', 'hangat', 'badan']"
Jamu Kesehatan,Jamu Sakera,"Menurunkan gula darah, kolesterol, dan trigliserida, mengendalikan hipertensi, meningkatkan kesehatan jantung, meningkatkan kesehatan ginjal, menurunkan asam urat, mencegah kanker, meningkatkan imun, ",CV. Sehat Berkah Semesta,"menurunkan gula darah, kolesterol, dan trigliserida, mengendalikan hipertensi, meningkatkan kesehatan jantung, meningkatkan kesehatan ginjal, menurunkan asam urat, mencegah kanker, meningkatkan imun, ",menurunkan gula darah kolesterol dan trigliserida mengendalikan hipertensi meningkatkan kesehatan jantung meningkatkan kesehatan ginjal menurunkan asam urat mencegah kanker meningkatkan imun ,"['menurunkan', 'gula', 'darah', 'kolesterol', 'dan', 'trigliserida', 'mengendalikan', 'hipertensi', 'meningkatkan', 'kesehatan', 'jantung', 'meningkatkan', 'kesehatan', 'ginjal', 'menurunkan', 'asam', 'urat', 'mencegah', 'kanker', 'meningkatkan', 'imun']","['menurunkan', 'gula', 'darah', 'kolesterol', 'trigliserida', 'mengendalikan', 'hipertensi', 'meningkatkan', 'kesehatan', 'jantung', 'meningkatkan', 'kesehatan', 'ginjal', 'menurunkan', 'asam', 'urat', 'mencegah', 'kanker', 'meningkatkan', 'imun']","['turun', 'gula', 'darah', 'kolesterol', 'trigliserida', 'kendali', 'hipertensi', 'tingkat', 'sehat', 'jantung', 'tingkat', 'sehat', 'ginjal', 'turun', 'asam', 'urat', 'cegah', 'kanker', 'tingkat', 'imun']"
Jamu Pasutri,Lanange Jagad,"Memperbaiki ejakulasi dini, memberi kekuatan lebih, tahan lama berhari-hari",Kedai Rimpang,"memperbaiki ejakulasi dini, memberi kekuatan lebih, tahan lama berhari-hari",memperbaiki ejakulasi dini memberi kekuatan lebih tahan lama berharihari,"['memperbaiki', 'ejakulasi', 'dini', 'memberi', 'kekuatan', 'lebih', 'tahan', 'lama', 'berharihari']","['memperbaiki', 'ejakulasi', 'kekuatan', 'tahan', 'berharihari']","['baik', 'ejakulasi', 'kuat', 'tahan', 'berharihari']"
Jamu Perawatan Kewanitaan,Kuncup wangi,"Anti keputihan dan lendir, anti bau tidak sedap di badan dan miss v, merapatkan otot miss v, antiseptik dan anti bakteri, menghilangkan gatal miss v",Kedai Rimpang,"anti keputihan dan lendir, anti bau tidak sedap di badan dan miss v, merapatkan otot miss v, antiseptik dan anti bakteri, menghilangkan gatal miss v",anti keputihan dan lendir anti bau tidak sedap di badan dan miss v merapatkan otot miss v antiseptik dan anti bakteri menghilangkan gatal miss v,"['anti', 'keputihan', 'dan', 'lendir', 'anti', 'bau', 'tidak', 'sedap', 'di', 'badan', 'dan', 'miss', 'v', 'merapatkan', 'otot', 'miss', 'v', 'antiseptik', 'dan', 'anti', 'bakteri', 'menghilangkan', 'gatal', 'miss', 'v']","['anti', 'keputihan', 'lendir', 'anti', 'bau', 'sedap', 'badan', 'miss', 'v', 'merapatkan', 'otot', 'miss', 'v', 'antiseptik', 'anti', 'bakteri', 'menghilangkan', 'gatal', 'miss', 'v']","['anti', 'putih', 'lendir', 'anti', 'bau', 'sedap', 'badan', 'miss', 'v', 'rapat', 'otot', 'miss', 'v', 'antiseptik', 'anti', 'bakteri', 'hilang', 'gatal', 'miss', 'v']"
Jamu Pasutri,Sakera Ramuan Pria Dasyat,"Meningkatkan gairah sex, memperbaiki ejakulasi dini, memberi kekuatan lebih, tahan lama berhari-hari",Kedai Rimpang,"meningkatkan gairah sex, memperbaiki ejakulasi dini, memberi kekuatan lebih, tahan lama berhari-hari",meningkatkan gairah sex memperbaiki ejakulasi dini memberi kekuatan lebih tahan lama berharihari,"['meningkatkan', 'gairah', 'sex', 'memperbaiki', 'ejakulasi', 'dini', 'memberi', 'kekuatan', 'lebih', 'tahan', 'lama', 'berharihari']","['meningkatkan', 'gairah', 'sex', 'memperbaiki', 'ejakulasi', 'kekuatan', 'tahan', 'berharihari']","['tingkat', 'gairah', 'sex', 'baik', 'ejakulasi', 'kuat', 'tahan', 'berharihari']"
Jamu Kesehatan,Jamu Wiraraja,"Meningkatkan kesegaran badan, memulihkan stamina, dan melancarkan peredaran darah",Kedai Rimpang,"meningkatkan kesegaran badan, memulihkan stamina, dan melancarkan peredaran darah",meningkatkan kesegaran badan memulihkan stamina dan melancarkan peredaran darah,"['meningkatkan', 'kesegaran', 'badan', 'memulihkan', 'stamina', 'dan', 'melancarkan', 'peredaran', 'darah']","['meningkatkan', 'kesegaran', 'badan', 'memulihkan', 'stamina', 'melancarkan', 'peredaran', 'darah']","['tingkat', 'segar', 'badan', 'pulih', 'stamina', 'lancar', 'edar', 'darah']"
Jamu Perawatan Kewanitaan,Manjavikan,"Mengatasi keputihan, melancarkan haid, mengatasi nyeri haid, melancarkan asi, membantu promil, merapatkan miss v",PT. Mahkota Sukses Indonesia,"mengatasi keputihan, melancarkan haid, mengatasi nyeri haid, melancarkan asi, membantu promil, merapatkan miss v",mengatasi keputihan melancarkan haid mengatasi nyeri haid melancarkan asi membantu promil merapatkan miss v,"['mengatasi', 'keputihan', 'melancarkan', 'haid', 'mengatasi', 'nyeri', 'haid', 'melancarkan', 'asi', 'membantu', 'promil', 'merapatkan', 'miss', 'v']","['mengatasi', 'keputihan', 'melancarkan', 'haid', 'mengatasi', 'nyeri', 'haid', 'melancarkan', 'asi', 'membantu', 'promil', 'merapatkan', 'miss', 'v']","['atas', 'putih', 'lancar', 'haid', 'atas', 'nyeri', 'haid', 'lancar', 'asi', 'bantu', 'promil', 'rapat', 'miss', 'v']"
Jamu Perawatan Kewanitaan,Rukun Wanita (Sorga),"Baik untuk ibu yang sering mengalami kegelapan dalam berhubungan suami istri, Menghilangkan bau yang tidak sedap pada miss V, Mengencangkan Otot kewanitaan",ribkah maryam jokotole,"baik untuk ibu yang sering mengalami kegelapan dalam berhubungan suami istri, menghilangkan bau yang tidak sedap pada miss v, mengencangkan otot kewanitaan",baik untuk ibu yang sering mengalami kegelapan dalam berhubungan suami istri menghilangkan bau yang tidak sedap pada miss v mengencangkan otot kewanitaan,"['baik', 'untuk', 'ibu', 'yang', 'sering', 'mengalami', 'kegelapan', 'dalam', 'berhubungan', 'suami', 'istri', 'menghilangkan', 'bau', 'yang', 'tidak', 'sedap', 'pada', 'miss', 'v', 'mengencangkan', 'otot', 'kewanitaan']","['mengalami', 'kegelapan', 'berhubungan', 'suami', 'istri', 'menghilangkan', 'bau', 'sedap', 'miss', 'v', 'mengencangkan', 'otot', 'kewanitaan']","['alami', 'gelap', 'hubung', 'suami', 'istri', 'hilang', 'bau', 'sedap', 'miss', 'v', 'encang', 'otot', 'wanita']"
Jamu Pasutri,Madu Asmara Spray (Kecil),"Menghilangkan keputihan, Merapatkan miss v seketika, miss v jadi harum menggoda untuk pasangan pasutri",Madura Sari,"menghilangkan keputihan, merapatkan miss v seketika, miss v jadi harum menggoda untuk pasangan pasutri",menghilangkan keputihan merapatkan miss v seketika miss v jadi harum menggoda untuk pasangan pasutri,"['menghilangkan', 'keputihan', 'merapatkan', 'miss', 'v', 'seketika', 'miss', 'v', 'jadi', 'harum', 'menggoda', 'untuk', 'pasangan', 'pasutri']","['menghilangkan', 'keputihan', 'merapatkan', 'miss', 'v', 'miss', 'v', 'harum', 'menggoda', 'pasangan', 'pasutri']","['hilang', 'putih', 'rapat', 'miss', 'v', 'miss', 'v', 'harum', 'goda', 'pasang', 'pasutri']"
Jamu Pasutri,Bubuk Madu Asmara,"Untuk Pasangan suami istri, membuat miss v keset rapet, membuat suami tahan lama",berkah madu/sumber madu,"untuk pasangan suami istri, membuat miss v keset rapet, membuat suami tahan lama",untuk pasangan suami istri membuat miss v keset rapet membuat suami tahan lama,"['untuk', 'pasangan', 'suami', 'istri', 'membuat', 'miss', 'v', 'keset', 'rapet', 'membuat', 'suami', 'tahan', 'lama']","['pasangan', 'suami', 'istri', 'miss', 'v', 'keset', 'rapet', 'suami', 'tahan']","['pasang', 'suami', 'istri', 'miss', 'v', 'keset', 'rapet', 'suami', 'tahan']"
Jamu Pasutri,Jantala (Tahan Lama),"Membuat tahan lama dalam berhubungan suami istri, dan meningkatkan stamina suami",berkah madu/sumber madu,"membuat tahan lama dalam berhubungan suami istri, dan meningkatkan stamina suami",membuat tahan lama dalam berhubungan suami istri dan meningkatkan stamina suami,"['membuat', 'tahan', 'lama', 'dalam', 'berhubungan', 'suami', 'istri', 'dan', 'meningkatkan', 'stamina', 'suami']","['tahan', 'berhubungan', 'suami', 'istri', 'meningkatkan', 'stamina', 'suami']","['tahan', 'hubung', 'suami', 'istri', 'tingkat', 'stamina', 'suami']"
Jamu Pasutri,Harumita,"Mengencangkan kembali otot otot kewanitaan, Mengurangi lendir berlebihan pada daerah kewanitaan, Memberikan kepuasan hubungan suami istri, Menjaga kesehatan wanita, Menjaga agar awet muda.",berkah madu/sumber madu,"mengencangkan kembali otot otot kewanitaan, mengurangi lendir berlebihan pada daerah kewanitaan, memberikan kepuasan hubungan suami istri, menjaga kesehatan wanita, menjaga agar awet muda.",mengencangkan kembali otot otot kewanitaan mengurangi lendir berlebihan pada daerah kewanitaan memberikan kepuasan hubungan suami istri menjaga kesehatan wanita menjaga agar awet muda,"['mengencangkan', 'kembali', 'otot', 'otot', 'kewanitaan', 'mengurangi', 'lendir', 'berlebihan', 'pada', 'daerah', 'kewanitaan', 'memberikan', 'kepuasan', 'hubungan', 'suami', 'istri', 'menjaga', 'kesehatan', 'wanita', 'menjaga', 'agar', 'awet', 'muda']","['mengencangkan', 'otot', 'otot', 'kewanitaan', 'mengurangi', 'lendir', 'daerah', 'kewanitaan', 'kepuasan', 'hubungan', 'suami', 'istri', 'menjaga', 'kesehatan', 'wanita', 'menjaga', 'awet', 'muda']","['encang', 'otot', 'otot', 'wanita', 'kurang', 'lendir', 'daerah', 'wanita', 'puas', 'hubung', 'suami', 'istri', 'jaga', 'sehat', 'wanita', 'jaga', 'awet', 'muda']"
Jamu Pasutri,sari rapet,"menambah kenikmatan dalam Hubungan suami istri, memberikan kebahagiaan suami istri, Menghilangkan rasa gatal dan bau pada Miss V",berkah madu/sumber madu,"menambah kenikmatan dalam hubungan suami istri, memberikan kebahagiaan suami istri, menghilangkan rasa gatal dan bau pada miss v",menambah kenikmatan dalam hubungan suami istri memberikan kebahagiaan suami istri menghilangkan rasa gatal dan bau pada miss v,"['menambah', 'kenikmatan', 'dalam', 'hubungan', 'suami', 'istri', 'memberikan', 'kebahagiaan', 'suami', 'istri', 'menghilangkan', 'rasa', 'gatal', 'dan', 'bau', 'pada', 'miss', 'v']","['menambah', 'kenikmatan', 'hubungan', 'suami', 'istri', 'kebahagiaan', 'suami', 'istri', 'menghilangkan', 'gatal', 'bau', 'miss', 'v']","['tambah', 'nikmat', 'hubung', 'suami', 'istri', 'bahagia', 'suami', 'istri', 'hilang', 'gatal', 'bau', 'miss', 'v']"
Jamu Pasutri,Bubuk Asmara,Membuat tahan lama saat bercinta untuk suami istri,berkah madu/sumber madu,membuat tahan lama saat bercinta untuk suami istri,membuat tahan lama saat bercinta untuk suami istri,"['membuat', 'tahan', 'lama', 'saat', 'bercinta', 'untuk', 'suami', 'istri']","['tahan', 'bercinta', 'suami', 'istri']","['tahan', 'cinta', 'suami', 'istri']"
Jamu Pasutri,Jamu Ratu Madura,"Membuat vagina rapet seperti perawan, menghilangkan becek berlebihan, menambah gairah seksual, menjepit saat berhubungan",Jamu neng shelfi,"membuat vagina rapet seperti perawan, menghilangkan becek berlebihan, menambah gairah seksual, menjepit saat berhubungan",membuat vagina rapet seperti perawan menghilangkan becek berlebihan menambah gairah seksual menjepit saat berhubungan,"['membuat', 'vagina', 'rapet', 'seperti', 'perawan', 'menghilangkan', 'becek', 'berlebihan', 'menambah', 'gairah', 'seksual', 'menjepit', 'saat', 'berhubungan']","['vagina', 'rapet', 'perawan', 'menghilangkan', 'becek', 'menambah', 'gairah', 'seksual', 'menjepit', 'berhubungan']","['vagina', 'rapet', 'perawan', 'hilang', 'becek', 'tambah', 'gairah', 'seksual', 'jepit', 'hubung']"
Jamu Kesehatan,Jamu Wasir,"Mengobati sakit wasir atau ambeien ( ambeien ) dan akibatnya, hingga sembuh total",ribkah maryam jokotole,"mengobati sakit wasir atau ambeien ( ambeien ) dan akibatnya, hingga sembuh total",mengobati sakit wasir atau ambeien  ambeien  dan akibatnya hingga sembuh total,"['mengobati', 'sakit', 'wasir', 'atau', 'ambeien', 'ambeien', 'dan', 'akibatnya', 'hingga', 'sembuh', 'total']","['mengobati', 'sakit', 'wasir', 'ambeien', 'ambeien', 'akibatnya', 'sembuh', 'total']","['obat', 'sakit', 'wasir', 'ambeien', 'ambeien', 'akibat', 'sembuh', 'total']"
Jamu Pasutri,Jamu Super Pengental Sperma,"Menambahkan dan meningkatkan kualitas sperma dalam berhubungan suami istri, menjadikan ereksi lebih kuat, sperma lebih deras saat keluar",JKU SUPER,"menambahkan dan meningkatkan kualitas sperma dalam berhubungan suami istri, menjadikan ereksi lebih kuat, sperma lebih deras saat keluar",menambahkan dan meningkatkan kualitas sperma dalam berhubungan suami istri menjadikan ereksi lebih kuat sperma lebih deras saat keluar,"['menambahkan', 'dan', 'meningkatkan', 'kualitas', 'sperma', 'dalam', 'berhubungan', 'suami', 'istri', 'menjadikan', 'ereksi', 'lebih', 'kuat', 'sperma', 'lebih', 'deras', 'saat', 'keluar']","['meningkatkan', 'kualitas', 'sperma', 'berhubungan', 'suami', 'istri', 'menjadikan', 'ereksi', 'kuat', 'sperma', 'deras']","['tingkat', 'kualitas', 'sperma', 'hubung', 'suami', 'istri', 'jadi', 'ereksi', 'kuat', 'sperma', 'deras']"
